case_id,repo_id,source_library,target_library,disposition,reason
icon-project@icon-sdk-python__50c75a50__requests__treq,icon-project@icon-sdk-python__50c75a50,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
icon-project@icon-sdk-python__50c75a50__requests__urllib3,icon-project@icon-sdk-python__50c75a50,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
infomaniak@certbot-dns-infomaniak__33519931__requests__aiohttp,infomaniak@certbot-dns-infomaniak__33519931,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
infomaniak@certbot-dns-infomaniak__33519931__requests__httpx,infomaniak@certbot-dns-infomaniak__33519931,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
infomaniak@certbot-dns-infomaniak__33519931__requests__pycurl,infomaniak@certbot-dns-infomaniak__33519931,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
infomaniak@certbot-dns-infomaniak__33519931__requests__requests_futures,infomaniak@certbot-dns-infomaniak__33519931,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
infomaniak@certbot-dns-infomaniak__33519931__requests__treq,infomaniak@certbot-dns-infomaniak__33519931,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
infomaniak@certbot-dns-infomaniak__33519931__requests__urllib3,infomaniak@certbot-dns-infomaniak__33519931,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
internetarchive@openlibrary-client__7e45d512__jsonschema__cerberus,internetarchive@openlibrary-client__7e45d512,jsonschema,cerberus,retained_full_594,Included in the published full_594 evaluation set.
internetarchive@openlibrary-client__7e45d512__requests__aiohttp,internetarchive@openlibrary-client__7e45d512,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
internetarchive@openlibrary-client__7e45d512__requests__httpx,internetarchive@openlibrary-client__7e45d512,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
internetarchive@openlibrary-client__7e45d512__requests__pycurl,internetarchive@openlibrary-client__7e45d512,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
internetarchive@openlibrary-client__7e45d512__requests__requests_futures,internetarchive@openlibrary-client__7e45d512,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
internetarchive@openlibrary-client__7e45d512__requests__treq,internetarchive@openlibrary-client__7e45d512,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
internetarchive@openlibrary-client__7e45d512__requests__urllib3,internetarchive@openlibrary-client__7e45d512,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
invinet@python-en16931__5e3a4a6c__requests__aiohttp,invinet@python-en16931__5e3a4a6c,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
invinet@python-en16931__5e3a4a6c__requests__httpx,invinet@python-en16931__5e3a4a6c,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
invinet@python-en16931__5e3a4a6c__requests__pycurl,invinet@python-en16931__5e3a4a6c,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
invinet@python-en16931__5e3a4a6c__requests__requests_futures,invinet@python-en16931__5e3a4a6c,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
invinet@python-en16931__5e3a4a6c__requests__treq,invinet@python-en16931__5e3a4a6c,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
invinet@python-en16931__5e3a4a6c__requests__urllib3,invinet@python-en16931__5e3a4a6c,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
ioggstream@draft-polli-restapi-ld-keywords__f2cb1952__jsonschema__cerberus,ioggstream@draft-polli-restapi-ld-keywords__f2cb1952,jsonschema,cerberus,retained_full_594,Included in the published full_594 evaluation set.
irahorecka@comics__47a0b5c2__beautifulsoup4__pyquery,irahorecka@comics__47a0b5c2,beautifulsoup4,pyquery,unavailable_commit,The recorded upstream repository commit could not be retrieved during setup.
irahorecka@comics__47a0b5c2__requests__aiohttp,irahorecka@comics__47a0b5c2,requests,aiohttp,unavailable_commit,The recorded upstream repository commit could not be retrieved during setup.
irahorecka@comics__47a0b5c2__requests__httpx,irahorecka@comics__47a0b5c2,requests,httpx,unavailable_commit,The recorded upstream repository commit could not be retrieved during setup.
irahorecka@comics__47a0b5c2__requests__pycurl,irahorecka@comics__47a0b5c2,requests,pycurl,unavailable_commit,The recorded upstream repository commit could not be retrieved during setup.
irahorecka@comics__47a0b5c2__requests__requests_futures,irahorecka@comics__47a0b5c2,requests,requests_futures,unavailable_commit,The recorded upstream repository commit could not be retrieved during setup.
irahorecka@comics__47a0b5c2__requests__treq,irahorecka@comics__47a0b5c2,requests,treq,unavailable_commit,The recorded upstream repository commit could not be retrieved during setup.
irahorecka@comics__47a0b5c2__requests__urllib3,irahorecka@comics__47a0b5c2,requests,urllib3,unavailable_commit,The recorded upstream repository commit could not be retrieved during setup.
iterative@dvcyaml-schema__0cbc8bf7__jsonschema__cerberus,iterative@dvcyaml-schema__0cbc8bf7,jsonschema,cerberus,retained_full_594,Included in the published full_594 evaluation set.
j4asper@dmr.py__8f335fd5__aiohttp__httpx,j4asper@dmr.py__8f335fd5,aiohttp,httpx,baseline_reproducibility,The tests assert values parsed from live vehicle/registry data that changed or disappeared since the original artifact.
j4asper@dmr.py__8f335fd5__requests__aiohttp,j4asper@dmr.py__8f335fd5,requests,aiohttp,baseline_reproducibility,The tests assert values parsed from live vehicle/registry data that changed or disappeared since the original artifact.
j4asper@dmr.py__8f335fd5__requests__httpx,j4asper@dmr.py__8f335fd5,requests,httpx,baseline_reproducibility,The tests assert values parsed from live vehicle/registry data that changed or disappeared since the original artifact.
j4asper@dmr.py__8f335fd5__requests__pycurl,j4asper@dmr.py__8f335fd5,requests,pycurl,baseline_reproducibility,The tests assert values parsed from live vehicle/registry data that changed or disappeared since the original artifact.
j4asper@dmr.py__8f335fd5__requests__requests_futures,j4asper@dmr.py__8f335fd5,requests,requests_futures,baseline_reproducibility,The tests assert values parsed from live vehicle/registry data that changed or disappeared since the original artifact.
j4asper@dmr.py__8f335fd5__requests__treq,j4asper@dmr.py__8f335fd5,requests,treq,baseline_reproducibility,The tests assert values parsed from live vehicle/registry data that changed or disappeared since the original artifact.
j4asper@dmr.py__8f335fd5__requests__urllib3,j4asper@dmr.py__8f335fd5,requests,urllib3,baseline_reproducibility,The tests assert values parsed from live vehicle/registry data that changed or disappeared since the original artifact.
jacob-y@django-clean-architecture__103d89e4__requests__aiohttp,jacob-y@django-clean-architecture__103d89e4,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
jacob-y@django-clean-architecture__103d89e4__requests__httpx,jacob-y@django-clean-architecture__103d89e4,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
jacob-y@django-clean-architecture__103d89e4__requests__pycurl,jacob-y@django-clean-architecture__103d89e4,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
jacob-y@django-clean-architecture__103d89e4__requests__requests_futures,jacob-y@django-clean-architecture__103d89e4,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
jacob-y@django-clean-architecture__103d89e4__requests__treq,jacob-y@django-clean-architecture__103d89e4,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
jacob-y@django-clean-architecture__103d89e4__requests__urllib3,jacob-y@django-clean-architecture__103d89e4,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
jaldekoa@bcra-wrapper__73c84046__requests__aiohttp,jaldekoa@bcra-wrapper__73c84046,requests,aiohttp,baseline_reproducibility,"Test collection performs a live HTTPS call to the BCRA API, and certificate verification failed in the reproduction environment."
jaldekoa@bcra-wrapper__73c84046__requests__httpx,jaldekoa@bcra-wrapper__73c84046,requests,httpx,baseline_reproducibility,"Test collection performs a live HTTPS call to the BCRA API, and certificate verification failed in the reproduction environment."
jaldekoa@bcra-wrapper__73c84046__requests__pycurl,jaldekoa@bcra-wrapper__73c84046,requests,pycurl,baseline_reproducibility,"Test collection performs a live HTTPS call to the BCRA API, and certificate verification failed in the reproduction environment."
jaldekoa@bcra-wrapper__73c84046__requests__requests_futures,jaldekoa@bcra-wrapper__73c84046,requests,requests_futures,baseline_reproducibility,"Test collection performs a live HTTPS call to the BCRA API, and certificate verification failed in the reproduction environment."
jaldekoa@bcra-wrapper__73c84046__requests__treq,jaldekoa@bcra-wrapper__73c84046,requests,treq,baseline_reproducibility,"Test collection performs a live HTTPS call to the BCRA API, and certificate verification failed in the reproduction environment."
jaldekoa@bcra-wrapper__73c84046__requests__urllib3,jaldekoa@bcra-wrapper__73c84046,requests,urllib3,baseline_reproducibility,"Test collection performs a live HTTPS call to the BCRA API, and certificate verification failed in the reproduction environment."
jannisborn@paperscraper__fa7c5e26__requests__aiohttp,jannisborn@paperscraper__fa7c5e26,requests,aiohttp,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
jannisborn@paperscraper__fa7c5e26__requests__httpx,jannisborn@paperscraper__fa7c5e26,requests,httpx,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
jannisborn@paperscraper__fa7c5e26__requests__pycurl,jannisborn@paperscraper__fa7c5e26,requests,pycurl,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
jannisborn@paperscraper__fa7c5e26__requests__requests_futures,jannisborn@paperscraper__fa7c5e26,requests,requests_futures,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
jannisborn@paperscraper__fa7c5e26__requests__treq,jannisborn@paperscraper__fa7c5e26,requests,treq,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
jannisborn@paperscraper__fa7c5e26__requests__urllib3,jannisborn@paperscraper__fa7c5e26,requests,urllib3,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
jannisborn@paperscraper__fa7c5e26__tqdm__alive-progress,jannisborn@paperscraper__fa7c5e26,tqdm,alive-progress,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
jannisborn@paperscraper__fa7c5e26__tqdm__progressbar2,jannisborn@paperscraper__fa7c5e26,tqdm,progressbar2,baseline_reproducibility,The tests depend on live scholarly services and current metadata whose responses changed or became inaccessible.
janushendersonassetallocation@loman__94813f8a__matplotlib__altair,janushendersonassetallocation@loman__94813f8a,matplotlib,altair,retained_full_594,Included in the published full_594 evaluation set.
janushendersonassetallocation@loman__94813f8a__matplotlib__plotly,janushendersonassetallocation@loman__94813f8a,matplotlib,plotly,retained_full_594,Included in the published full_594 evaluation set.
janushendersonassetallocation@loman__94813f8a__matplotlib__seaborn,janushendersonassetallocation@loman__94813f8a,matplotlib,seaborn,retained_full_594,Included in the published full_594 evaluation set.
jborchma@qtrade__7f89efd9__requests__aiohttp,jborchma@qtrade__7f89efd9,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
jborchma@qtrade__7f89efd9__requests__httpx,jborchma@qtrade__7f89efd9,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
jborchma@qtrade__7f89efd9__requests__pycurl,jborchma@qtrade__7f89efd9,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
jborchma@qtrade__7f89efd9__requests__requests_futures,jborchma@qtrade__7f89efd9,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
jborchma@qtrade__7f89efd9__requests__treq,jborchma@qtrade__7f89efd9,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
jborchma@qtrade__7f89efd9__requests__urllib3,jborchma@qtrade__7f89efd9,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
joeyagreco@sleeper__f5beb770__requests__aiohttp,joeyagreco@sleeper__f5beb770,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
joeyagreco@sleeper__f5beb770__requests__httpx,joeyagreco@sleeper__f5beb770,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
joeyagreco@sleeper__f5beb770__requests__pycurl,joeyagreco@sleeper__f5beb770,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
joeyagreco@sleeper__f5beb770__requests__requests_futures,joeyagreco@sleeper__f5beb770,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
joeyagreco@sleeper__f5beb770__requests__treq,joeyagreco@sleeper__f5beb770,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
joeyagreco@sleeper__f5beb770__requests__urllib3,joeyagreco@sleeper__f5beb770,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
josephbarbierdarnal@pyfonts__49bc8432__matplotlib__altair,josephbarbierdarnal@pyfonts__49bc8432,matplotlib,altair,retained_full_594,Included in the published full_594 evaluation set.
josephbarbierdarnal@pyfonts__49bc8432__matplotlib__plotly,josephbarbierdarnal@pyfonts__49bc8432,matplotlib,plotly,retained_full_594,Included in the published full_594 evaluation set.
josephbarbierdarnal@pyfonts__49bc8432__matplotlib__seaborn,josephbarbierdarnal@pyfonts__49bc8432,matplotlib,seaborn,retained_full_594,Included in the published full_594 evaluation set.
juanjosalvador@nyaapy__38df01c2__requests__aiohttp,juanjosalvador@nyaapy__38df01c2,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
juanjosalvador@nyaapy__38df01c2__requests__httpx,juanjosalvador@nyaapy__38df01c2,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
juanjosalvador@nyaapy__38df01c2__requests__pycurl,juanjosalvador@nyaapy__38df01c2,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
juanjosalvador@nyaapy__38df01c2__requests__requests_futures,juanjosalvador@nyaapy__38df01c2,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
juanjosalvador@nyaapy__38df01c2__requests__treq,juanjosalvador@nyaapy__38df01c2,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
juanjosalvador@nyaapy__38df01c2__requests__urllib3,juanjosalvador@nyaapy__38df01c2,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
julian@venvs__71ef4365__attrs__cattrs,julian@venvs__71ef4365,attrs,cattrs,retained_full_594,Included in the published full_594 evaluation set.
julian@venvs__71ef4365__click__plac,julian@venvs__71ef4365,click,plac,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
julian@venvs__71ef4365__click__typer,julian@venvs__71ef4365,click,typer,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
julian@venvs__71ef4365__tqdm__alive-progress,julian@venvs__71ef4365,tqdm,alive-progress,retained_full_594,Included in the published full_594 evaluation set.
julian@venvs__71ef4365__tqdm__progressbar2,julian@venvs__71ef4365,tqdm,progressbar2,retained_full_594,Included in the published full_594 evaluation set.
junah201@atcoder-readme-stats__c41ed032__beautifulsoup4__pyquery,junah201@atcoder-readme-stats__c41ed032,beautifulsoup4,pyquery,retained_full_594,Included in the published full_594 evaluation set.
junah201@atcoder-readme-stats__c41ed032__requests__aiohttp,junah201@atcoder-readme-stats__c41ed032,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
junah201@atcoder-readme-stats__c41ed032__requests__httpx,junah201@atcoder-readme-stats__c41ed032,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
junah201@atcoder-readme-stats__c41ed032__requests__pycurl,junah201@atcoder-readme-stats__c41ed032,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
junah201@atcoder-readme-stats__c41ed032__requests__requests_futures,junah201@atcoder-readme-stats__c41ed032,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
junah201@atcoder-readme-stats__c41ed032__requests__treq,junah201@atcoder-readme-stats__c41ed032,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
junah201@atcoder-readme-stats__c41ed032__requests__urllib3,junah201@atcoder-readme-stats__c41ed032,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
jundymek@free-proxy__6e391030__requests__aiohttp,jundymek@free-proxy__6e391030,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
jundymek@free-proxy__6e391030__requests__httpx,jundymek@free-proxy__6e391030,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
jundymek@free-proxy__6e391030__requests__pycurl,jundymek@free-proxy__6e391030,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
jundymek@free-proxy__6e391030__requests__requests_futures,jundymek@free-proxy__6e391030,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
jundymek@free-proxy__6e391030__requests__treq,jundymek@free-proxy__6e391030,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
jundymek@free-proxy__6e391030__requests__urllib3,jundymek@free-proxy__6e391030,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
k1m0ch1@bibit__9ae395ed__urllib3__aiohttp,k1m0ch1@bibit__9ae395ed,urllib3,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
k1m0ch1@bibit__9ae395ed__urllib3__httpx,k1m0ch1@bibit__9ae395ed,urllib3,httpx,retained_full_594,Included in the published full_594 evaluation set.
k1m0ch1@bibit__9ae395ed__urllib3__requests,k1m0ch1@bibit__9ae395ed,urllib3,requests,retained_full_594,Included in the published full_594 evaluation set.
kavigupta@ast_scope__86e079f1__attrs__cattrs,kavigupta@ast_scope__86e079f1,attrs,cattrs,retained_full_594,Included in the published full_594 evaluation set.
kmiq@coinbase-advanced-python__660f2f07__requests__aiohttp,kmiq@coinbase-advanced-python__660f2f07,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
kmiq@coinbase-advanced-python__660f2f07__requests__httpx,kmiq@coinbase-advanced-python__660f2f07,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
kmiq@coinbase-advanced-python__660f2f07__requests__pycurl,kmiq@coinbase-advanced-python__660f2f07,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
kmiq@coinbase-advanced-python__660f2f07__requests__requests_futures,kmiq@coinbase-advanced-python__660f2f07,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
kmiq@coinbase-advanced-python__660f2f07__requests__treq,kmiq@coinbase-advanced-python__660f2f07,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
kmiq@coinbase-advanced-python__660f2f07__requests__urllib3,kmiq@coinbase-advanced-python__660f2f07,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
kmjennison@dfp-prebid-setup__280eba17__colorama__rich,kmjennison@dfp-prebid-setup__280eba17,colorama,rich,retained_full_594,Included in the published full_594 evaluation set.
kmjennison@dfp-prebid-setup__280eba17__colorama__termcolor,kmjennison@dfp-prebid-setup__280eba17,colorama,termcolor,retained_full_594,Included in the published full_594 evaluation set.
knovichikhin@psec__7c71610b__cryptography__pycryptodome,knovichikhin@psec__7c71610b,cryptography,pycryptodome,retained_full_594,Included in the published full_594 evaluation set.
knovichikhin@pyemv__d7df75c3__cryptography__pycryptodome,knovichikhin@pyemv__d7df75c3,cryptography,pycryptodome,retained_full_594,Included in the published full_594 evaluation set.
kura@yarg__6378a9f4__requests__aiohttp,kura@yarg__6378a9f4,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
kura@yarg__6378a9f4__requests__httpx,kura@yarg__6378a9f4,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
kura@yarg__6378a9f4__requests__pycurl,kura@yarg__6378a9f4,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
kura@yarg__6378a9f4__requests__requests_futures,kura@yarg__6378a9f4,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
kura@yarg__6378a9f4__requests__treq,kura@yarg__6378a9f4,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
kura@yarg__6378a9f4__requests__urllib3,kura@yarg__6378a9f4,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__aiohttp,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__httpx,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__pycurl,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__requests_futures,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__treq,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__urllib3,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
lipoja@urlextract__3dec042b__filelock__portalocker,lipoja@urlextract__3dec042b,filelock,portalocker,retained_full_594,Included in the published full_594 evaluation set.
lmcinnes@glasbey__37cd1125__matplotlib__altair,lmcinnes@glasbey__37cd1125,matplotlib,altair,retained_full_594,Included in the published full_594 evaluation set.
lmcinnes@glasbey__37cd1125__matplotlib__plotly,lmcinnes@glasbey__37cd1125,matplotlib,plotly,retained_full_594,Included in the published full_594 evaluation set.
lmcinnes@glasbey__37cd1125__matplotlib__seaborn,lmcinnes@glasbey__37cd1125,matplotlib,seaborn,retained_full_594,Included in the published full_594 evaluation set.
lukasschwab@arxiv.py__a1180d0e__requests__aiohttp,lukasschwab@arxiv.py__a1180d0e,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
lukasschwab@arxiv.py__a1180d0e__requests__httpx,lukasschwab@arxiv.py__a1180d0e,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
lukasschwab@arxiv.py__a1180d0e__requests__pycurl,lukasschwab@arxiv.py__a1180d0e,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
lukasschwab@arxiv.py__a1180d0e__requests__requests_futures,lukasschwab@arxiv.py__a1180d0e,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
lukasschwab@arxiv.py__a1180d0e__requests__treq,lukasschwab@arxiv.py__a1180d0e,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
lukasschwab@arxiv.py__a1180d0e__requests__urllib3,lukasschwab@arxiv.py__a1180d0e,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
malmgrek@gammy__0b347ec9__matplotlib__altair,malmgrek@gammy__0b347ec9,matplotlib,altair,retained_full_594,Included in the published full_594 evaluation set.
malmgrek@gammy__0b347ec9__matplotlib__plotly,malmgrek@gammy__0b347ec9,matplotlib,plotly,retained_full_594,Included in the published full_594 evaluation set.
malmgrek@gammy__0b347ec9__matplotlib__seaborn,malmgrek@gammy__0b347ec9,matplotlib,seaborn,retained_full_594,Included in the published full_594 evaluation set.
martin-majlis@wikipedia-api__a58db566__requests__aiohttp,martin-majlis@wikipedia-api__a58db566,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
martin-majlis@wikipedia-api__a58db566__requests__httpx,martin-majlis@wikipedia-api__a58db566,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
martin-majlis@wikipedia-api__a58db566__requests__pycurl,martin-majlis@wikipedia-api__a58db566,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
martin-majlis@wikipedia-api__a58db566__requests__requests_futures,martin-majlis@wikipedia-api__a58db566,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
martin-majlis@wikipedia-api__a58db566__requests__treq,martin-majlis@wikipedia-api__a58db566,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
martin-majlis@wikipedia-api__a58db566__requests__urllib3,martin-majlis@wikipedia-api__a58db566,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
medialab@casanova__38b9a281__urllib3__aiohttp,medialab@casanova__38b9a281,urllib3,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
medialab@casanova__38b9a281__urllib3__httpx,medialab@casanova__38b9a281,urllib3,httpx,retained_full_594,Included in the published full_594 evaluation set.
medialab@casanova__38b9a281__urllib3__requests,medialab@casanova__38b9a281,urllib3,requests,retained_full_594,Included in the published full_594 evaluation set.
metlife@ocspchecker__c9db90c5__cryptography__pycryptodome,metlife@ocspchecker__c9db90c5,cryptography,pycryptodome,baseline_reproducibility,Certificate-chain and OCSP responder tests rely on live certificate state that changed since the artifact was created.
microsoft@knack__b1164b57__pygments__rich,microsoft@knack__b1164b57,pygments,rich,retained_full_594,Included in the published full_594 evaluation set.
microsoft@knack__b1164b57__tabulate__prettytable,microsoft@knack__b1164b57,tabulate,prettytable,retained_full_594,Included in the published full_594 evaluation set.
microsoft@knack__b1164b57__tabulate__rich,microsoft@knack__b1164b57,tabulate,rich,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__click__plac,miguelgrinberg@microblog-api__e250d711,click,plac,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__click__typer,miguelgrinberg@microblog-api__e250d711,click,typer,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__flask__bottle,miguelgrinberg@microblog-api__e250d711,flask,bottle,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
miguelgrinberg@microblog-api__e250d711__flask__cherrypy,miguelgrinberg@microblog-api__e250d711,flask,cherrypy,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
miguelgrinberg@microblog-api__e250d711__flask__fastapi,miguelgrinberg@microblog-api__e250d711,flask,fastapi,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
miguelgrinberg@microblog-api__e250d711__flask__sanic,miguelgrinberg@microblog-api__e250d711,flask,sanic,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
miguelgrinberg@microblog-api__e250d711__flask__tornado,miguelgrinberg@microblog-api__e250d711,flask,tornado,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
miguelgrinberg@microblog-api__e250d711__python-dotenv__dynaconf,miguelgrinberg@microblog-api__e250d711,python-dotenv,dynaconf,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__python-dotenv__environs,miguelgrinberg@microblog-api__e250d711,python-dotenv,environs,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__requests__aiohttp,miguelgrinberg@microblog-api__e250d711,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__requests__httpx,miguelgrinberg@microblog-api__e250d711,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__requests__pycurl,miguelgrinberg@microblog-api__e250d711,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__requests__requests_futures,miguelgrinberg@microblog-api__e250d711,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__requests__treq,miguelgrinberg@microblog-api__e250d711,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
miguelgrinberg@microblog-api__e250d711__requests__urllib3,miguelgrinberg@microblog-api__e250d711,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
mindsdb@mindsdb_sql__5a7cf55c__sqlalchemy__sqlobject,mindsdb@mindsdb_sql__5a7cf55c,sqlalchemy,sqlobject,retained_full_594,Included in the published full_594 evaluation set.
mindsdb@mindsdb_sql__5a7cf55c__sqlalchemy__tortoise-orm,mindsdb@mindsdb_sql__5a7cf55c,sqlalchemy,tortoise-orm,retained_full_594,Included in the published full_594 evaluation set.
